"COMPANY_ID","DETAIL_ID","VEHICLE_ID","CLAIM_ID","CHANGE_OR_REPAIR","FITTING_NAME","FITTING_NUM","MATERIAL_FEE","MAN_HOUR","MAN_POWER_FEE","IS_SUBJOIN","REPAIR_METHORD","JY_PART_CODE","OEM_PART_CODE","DEFINE_FLAG","PRICE_TYPE","QUALITY_TYPE","CREATE_TIME","UPDATE_TIME","COMPANY_NAME"
"1000","920124","121894","12413975","2","喷漆:发动机罩","1","0.00","35.00","350.00","","","","未知","0","","","2015/10/27 10:35:06","2015/10/27 10:35:06","中国人民财产保险股份有限公司北京市分公司"
"2000","877710","116618","12426050","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/10/26 12:56:54","2015/10/26 12:56:54","中国太平洋财产保险股份有限公司北京分公司"
"1000","1310431","175577","12517043","2","喷漆:发动机罩","1","0.00","27.21","272.06","","","","未知","0","","","2015/11/4 10:04:26","2015/11/4 10:04:26","中国人民财产保险股份有限公司北京市分公司"
"7000","1223459","163661","12413106","2","喷漆:发动机罩","1","0.00","36.00","360.00","","","","未知","0","","","2015/11/2 11:27:14","2015/11/2 11:27:14","中华联合财产保险股份有限公司北京分公司"
"P000","1084311","144449","12349701","2","喷漆:发动机罩","1","0.00","66.00","660.00","","","","未知","0","","","2015/10/30 4:20:02","2015/10/30 4:20:02","利宝保险有限公司北京分公司"
"1000","893053","118658","12500265","2","喷漆:发动机罩","1","0.00","40.00","400.00","","","","未知","0","","","2015/10/26 16:02:38","2015/10/26 16:02:38","中国人民财产保险股份有限公司北京市分公司"
"1000","1258268","168796","12134006","2","喷漆:发动机罩","1","0.00","43.33","520.00","","","","未知","0","","","2015/11/3 4:28:23","2015/11/3 4:28:23","中国人民财产保险股份有限公司北京市分公司"
"1000","989349","131726","12410630","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/10/28 14:07:31","2015/10/28 14:07:31","中国人民财产保险股份有限公司北京市分公司"
"2000","1437038","192154","12491308","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/7 9:36:42","2015/11/7 9:36:42","中国太平洋财产保险股份有限公司北京分公司"
"2000","1043823","138947","12386558","2","喷漆:发动机罩","1","0.00","120.00","1200.00","","","","未知","0","","","2015/10/29 11:05:44","2015/10/29 11:05:44","中国太平洋财产保险股份有限公司北京分公司"
"1000","1120150","148967","12400129","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/10/30 14:59:53","2015/10/30 14:59:53","中国人民财产保险股份有限公司北京市分公司"
"1000","1024285","136420","12266297","2","喷漆:发动机罩","1","0.00","60.00","600.00","","","","未知","0","","","2015/10/29 4:33:48","2015/10/29 4:33:48","中国人民财产保险股份有限公司北京市分公司"
"1000","1029166","136948","12539530","2","喷漆:发动机罩","1","0.00","34.80","348.00","","","","未知","0","","","2015/10/29 8:12:56","2015/10/29 8:12:56","中国人民财产保险股份有限公司北京市分公司"
"7000","1305298","174868","12561102","2","喷漆:发动机罩","1","0.00","45.83","550.00","","","","未知","0","","","2015/11/4 6:13:05","2015/11/4 6:13:05","中华联合财产保险股份有限公司北京分公司"
"1000","1326278","177721","12464894","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/4 15:59:30","2015/11/4 15:59:30","中国人民财产保险股份有限公司北京市分公司"
"7000","1309402","175417","12547011","2","喷漆:发动机罩","1","0.00","40.00","400.00","","","","未知","0","","","2015/11/4 9:45:42","2015/11/4 9:45:42","中华联合财产保险股份有限公司北京分公司"
"1000","1395928","186594","12496812","2","喷漆:发动机罩","1","0.00","25.00","250.00","","","","未知","0","","","2015/11/6 9:47:23","2015/11/6 9:47:23","中国人民财产保险股份有限公司北京市分公司"
"2000","1346955","180405","12284467","2","喷漆:发动机罩","1","0.00","35.00","420.00","","","","未知","0","","","2015/11/5 5:34:18","2015/11/5 5:34:18","中国太平洋财产保险股份有限公司北京分公司"
"1000","1371943","183640","12333437","2","喷漆:发动机罩","1","0.00","22.00","220.00","","","","未知","0","","","2015/11/5 15:08:54","2015/11/5 15:08:54","中国人民财产保险股份有限公司北京市分公司"
"2000","1345797","180348","12331550","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/5 4:23:40","2015/11/5 4:23:40","中国太平洋财产保险股份有限公司北京分公司"
"1000","1277272","171313","12527960","2","喷漆:发动机罩","1","0.00","120.00","1200.00","","","","未知","0","","","2015/11/3 13:23:59","2015/11/3 13:23:59","中国人民财产保险股份有限公司北京市分公司"
"1000","1279438","171623","12506105","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/3 13:56:58","2015/11/3 13:56:58","中国人民财产保险股份有限公司北京市分公司"
"1000","1388252","185840","12329957","2","喷漆:发动机罩","1","0.00","40.00","400.00","","","","未知","0","","","2015/11/6 4:23:15","2015/11/6 4:23:15","中国人民财产保险股份有限公司北京市分公司"
"E000","1293359","173404","12414769","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/3 16:39:15","2015/11/3 16:39:15","阳光财产保险股份有限公司北京分公司"
"7000","1313285","176000","12545503","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/4 11:07:32","2015/11/4 11:07:32","中华联合财产保险股份有限公司北京分公司"
"1000","1325533","177566","12536879","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/4 15:47:55","2015/11/4 15:47:55","中国人民财产保险股份有限公司北京市分公司"
"1000","1312111","175833","12396253","2","喷漆:发动机罩","1","0.00","59.58","715.00","","","","未知","0","","","2015/11/4 10:40:32","2015/11/4 10:40:32","中国人民财产保险股份有限公司北京市分公司"
"1000","1181698","157439","12279643","2","喷漆:发动机罩","1","0.00","29.17","350.00","","","","未知","0","","","2015/11/1 4:07:10","2015/11/1 4:07:10","中国人民财产保险股份有限公司北京市分公司"
"6000","2365701","310769","12387415","2","喷漆:发动机罩","1","0.00","45.00","450.00","","","","未知","0","","","2015/12/1 14:12:44","2015/12/1 14:12:44","太平财产保险有限公司北京分公司"
"1000","1579357","210692","12558466","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/11 13:58:04","2015/11/11 13:58:04","中国人民财产保险股份有限公司北京市分公司"
"1000","1576704","210401","12491229","2","喷漆:发动机罩","1","0.00","45.00","450.00","","","","未知","0","","","2015/11/11 13:18:13","2015/11/11 13:18:13","中国人民财产保险股份有限公司北京市分公司"
"1000","1698215","225212","12552404","2","喷漆:发动机罩","1","0.00","22.00","220.00","","","","未知","0","","","2015/11/14 16:45:13","2015/11/14 16:45:13","中国人民财产保险股份有限公司北京市分公司"
"1000","1647740","218935","12329849","2","喷漆:发动机罩","1","0.00","45.00","450.00","","","","未知","0","","","2015/11/13 4:27:16","2015/11/13 4:27:16","中国人民财产保险股份有限公司北京市分公司"
"1000","1734359","230688","12437512","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/16 14:18:18","2015/11/16 14:18:18","中国人民财产保险股份有限公司北京市分公司"
"1000","2038088","268749","12621149","2","喷漆:发动机罩","1","0.00","58.33","700.00","","","","未知","0","","","2015/11/23 17:26:41","2015/11/23 17:26:41","中国人民财产保险股份有限公司北京市分公司"
"G000","1576040","210290","12399460","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/11 12:59:47","2015/11/11 12:59:47","安邦财产保险股份有限公司北京分公司"
"2000","2044792","269637","12439627","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/24 5:49:18","2015/11/24 5:49:18","中国太平洋财产保险股份有限公司北京分公司"
"1000","1468412","196933","12559610","2","喷漆:发动机罩","1","0.00","50.00","600.00","","","","未知","0","","","2015/11/9 9:10:13","2015/11/9 9:10:13","中国人民财产保险股份有限公司北京市分公司"
"1000","1601316","213517","12302970","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/12 4:22:22","2015/11/12 4:22:22","中国人民财产保险股份有限公司北京市分公司"
"1000","1792378","238001","12556572","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/17 16:16:15","2015/11/17 16:16:15","中国人民财产保险股份有限公司北京市分公司"
"2000","1980204","261044","12539786","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/21 16:11:45","2015/11/21 16:11:45","中国太平洋财产保险股份有限公司北京分公司"
"2000","1660632","220426","12558467","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/13 11:48:25","2015/11/13 11:48:25","中国太平洋财产保险股份有限公司北京分公司"
"1000","1768955","235019","12578834","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/17 10:49:19","2015/11/17 10:49:19","中国人民财产保险股份有限公司北京市分公司"
"2000","1920247","253647","12636467","2","喷漆:发动机罩","1","0.00","8.00","80.00","","","","未知","0","","","2015/11/20 4:46:18","2015/11/20 4:46:18","中国太平洋财产保险股份有限公司北京分公司"
"G000","1916338","253222","12636437","2","喷漆:发动机罩","1","0.00","144.00","720.00","","","","未知","0","","","2015/11/20 4:12:00","2015/11/20 4:12:00","安邦财产保险股份有限公司北京分公司"
"2000","1868979","247521","12634640","2","喷漆:发动机罩","1","0.00","24.01","240.10","","","","未知","0","","","2015/11/19 5:33:41","2015/11/19 5:33:41","中国太平洋财产保险股份有限公司北京分公司"
"1000","1872951","247929","12613577","2","喷漆:发动机罩","1","0.00","20.00","200.00","","","","未知","0","","","2015/11/19 9:07:41","2015/11/19 9:07:41","中国人民财产保险股份有限公司北京市分公司"
"1000","4460744","569061","12729340","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2016/1/20 17:59:26","2016/1/20 17:59:26","中国人民财产保险股份有限公司北京市分公司"
"1000","1863856","247075","12489343","2","喷漆:发动机罩","1","0.00","40.00","400.00","","","","未知","0","","","2015/11/19 4:15:45","2015/11/19 4:15:45","中国人民财产保险股份有限公司北京市分公司"
"1000","2018976","266546","12454928","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/23 13:59:07","2015/11/23 13:59:07","中国人民财产保险股份有限公司北京市分公司"
"1000","1824992","241898","12550989","2","喷漆:发动机罩","1","0.00","29.17","350.00","","","","未知","0","","","2015/11/18 9:08:35","2015/11/18 9:08:35","中国人民财产保险股份有限公司北京市分公司"
"7000","1821453","241549","12102079","2","喷漆:发动机罩","1","0.00","49.80","498.00","","","","未知","0","","","2015/11/18 6:20:01","2015/11/18 6:20:01","中华联合财产保险股份有限公司北京分公司"
"1000","1827173","242211","12526576","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/18 9:45:32","2015/11/18 9:45:32","中国人民财产保险股份有限公司北京市分公司"
"1000","1775314","235852","12524785","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/17 13:06:43","2015/11/17 13:06:43","中国人民财产保险股份有限公司北京市分公司"
"1000","1951659","257084","12603061","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/20 15:20:53","2015/11/20 15:20:53","中国人民财产保险股份有限公司北京市分公司"
"2000","1935557","255263","12618467","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/20 11:43:56","2015/11/20 11:43:56","中国太平洋财产保险股份有限公司北京分公司"
"5000","2015424","266088","12208663","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/23 13:12:12","2015/11/23 13:12:12","华泰财产保险股份有限公司北京分公司"
"1000","1771396","235279","12502263","2","喷漆:发动机罩","1","0.00","40.00","400.00","","","","未知","0","","","2015/11/17 11:22:55","2015/11/17 11:22:55","中国人民财产保险股份有限公司北京市分公司"
"1000","12546263","1751400","13973278","2","喷漆:发动机罩","1","0.00","271.66","360.00","","","","未知","0","","","2016/8/20 1:51:27","2016/8/20 1:51:27","中国人民财产保险股份有限公司北京市分公司"
"1000","5236582","654051","12979046","2","喷漆:发动机罩","1","0.00","25.00","250.00","","","","未知","0","","","2016/2/13 11:28:12","2016/2/13 11:28:12","中国人民财产保险股份有限公司北京市分公司"
"P000","1899619","251031","12486061","2","喷漆:发动机罩","1","0.00","60.00","600.00","","","","未知","0","","","2015/11/19 15:21:35","2015/11/19 15:21:35","利宝保险有限公司北京分公司"
"1000","2085350","274679","12536551","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/24 16:49:30","2015/11/24 16:49:30","中国人民财产保险股份有限公司北京市分公司"
"G000","2340606","307812","12678772","2","喷漆:发动机罩","1","0.00","75.00","300.00","","","","未知","0","","","2015/12/1 3:01:35","2015/12/1 3:01:35","安邦财产保险股份有限公司北京分公司"
"1000","2005720","264829","12375041","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/11/23 10:32:45","2015/11/23 10:32:45","中国人民财产保险股份有限公司北京市分公司"
"1000","2093382","275793","12652243","2","喷漆:发动机罩","1","0.00","40.00","400.00","","","","未知","0","","","2015/11/25 5:56:23","2015/11/25 5:56:23","中国人民财产保险股份有限公司北京市分公司"
"2000","2065516","272131","12597047","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/24 13:12:15","2015/11/24 13:12:15","中国太平洋财产保险股份有限公司北京分公司"
"2000","2057011","271018","12581973","2","喷漆:发动机罩","1","0.00","25.00","300.00","","","","未知","0","","","2015/11/24 10:44:16","2015/11/24 10:44:16","中国太平洋财产保险股份有限公司北京分公司"
"1000","2069702","272668","12588492","2","喷漆:发动机罩","1","0.00","65.00","650.00","","","","未知","0","","","2015/11/24 13:59:35","2015/11/24 13:59:35","中国人民财产保险股份有限公司北京市分公司"
"2000","2196197","287898","12168822","2","喷漆:发动机罩","1","0.00","33.33","300.00","","","","未知","0","","","2015/11/27 0:07:37","2015/11/27 0:07:37","中国太平洋财产保险股份有限公司北京分公司"
"2000","2220130","290597","12544168","2","喷漆:发动机罩","1","0.00","22.00","220.00","","","","未知","0","","","2015/11/27 13:43:42","2015/11/27 13:43:42","中国太平洋财产保险股份有限公司北京分公司"
"6000","2341793","307877","12678801","2","喷漆:发动机罩","1","0.00","9.74","97.40","","","","未知","0","","","2015/12/1 3:21:16","2015/12/1 3:21:16","太平财产保险有限公司北京分公司"
"2000","1967729","259487","12604106","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/21 8:58:02","2015/11/21 8:58:02","中国太平洋财产保险股份有限公司北京分公司"
"7000","2134583","280611","11563072","2","喷漆:发动机罩","1","0.00","48.00","480.00","","","","未知","0","","","2015/11/25 17:13:20","2015/11/25 17:13:20","中华联合财产保险股份有限公司北京分公司"
"1000","2224733","291245","12070015","2","喷漆:发动机罩","1","0.00","22.00","220.00","","","","未知","0","","","2015/11/27 14:45:12","2015/11/27 14:45:12","中国人民财产保险股份有限公司北京市分公司"
"1000","2242690","293393","12178358","2","喷漆:发动机罩","1","0.00","40.00","600.00","","","","未知","0","","","2015/11/28 5:54:51","2015/11/28 5:54:51","中国人民财产保险股份有限公司北京市分公司"
"L000","2231889","292080","12581628","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/27 16:11:15","2015/11/27 16:11:15","中银保险有限公司北京分公司"
"2000","2160766","283712","12545955","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/26 11:28:57","2015/11/26 11:28:57","中国太平洋财产保险股份有限公司北京分公司"
"6000","2362638","310412","12597370","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/12/1 13:33:40","2015/12/1 13:33:40","太平财产保险有限公司北京分公司"
"1000","2146966","282050","12649770","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/26 8:43:47","2015/11/26 8:43:47","中国人民财产保险股份有限公司北京市分公司"
"1000","2388731","314006","12647029","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/12/2 9:37:08","2015/12/2 9:37:08","中国人民财产保险股份有限公司北京市分公司"
"1000","2641736","346502","12667582","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/12/9 9:31:38","2015/12/9 9:31:38","中国人民财产保险股份有限公司北京市分公司"
"G000","2394093","314706","12559575","2","喷漆:发动机罩","1","0.00","25.00","250.00","","","","未知","0","","","2015/12/2 10:42:12","2015/12/2 10:42:12","安邦财产保险股份有限公司北京分公司"
"E000","2552888","335531","12659295","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/12/7 10:24:33","2015/12/7 10:24:33","阳光财产保险股份有限公司北京分公司"
"6000","2334087","306773","12671769","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/11/30 17:09:34","2015/11/30 17:09:34","太平财产保险有限公司北京分公司"
"1000","3878803","498236","12789566","2","喷漆:发动机罩","1","0.00","45.00","450.00","","","","未知","0","","","2016/1/7 11:08:10","2016/1/7 11:08:10","中国人民财产保险股份有限公司北京市分公司"
"1000","2285369","300427","12646805","2","喷漆:发动机罩","1","0.00","100.00","1200.00","","","","未知","0","","","2015/11/29 15:03:08","2015/11/29 15:03:08","中国人民财产保险股份有限公司北京市分公司"
"1000","2431131","319371","12619811","2","喷漆:发动机罩","1","0.00","24.00","240.00","","","","未知","0","","","2015/12/3 9:09:25","2015/12/3 9:09:25","中国人民财产保险股份有限公司北京市分公司"
"1000","2499348","327970","12660854","2","喷漆:发动机罩","1","0.00","25.00","300.00","","","","未知","0","","","2015/12/4 14:50:26","2015/12/4 14:50:26","中国人民财产保险股份有限公司北京市分公司"
"2000","2637341","346052","12725491","2","喷漆:发动机罩","1","0.00","20.00","200.00","","","","未知","0","","","2015/12/9 5:33:54","2015/12/9 5:33:54","中国太平洋财产保险股份有限公司北京分公司"
"L000","2463694","323458","12611260","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/12/3 16:55:55","2015/12/3 16:55:55","中银保险有限公司北京分公司"
"L000","2463694","323458","12611260","2","喷漆:发动机罩","1","0.00","30.00","300.00","","","","未知","0","","","2015/12/3 16:55:55","2015/12/3 16:55:55","中银保险有限公司北京分公司"
