"CLAIM_ID","CAR_ID","COMPANY_ID","OPTION_TYPE","CLAIM_AMOUNT","LOSS_AMOUNT","ESTIMATE","ENDCASE_TIME","CLAIM_STATUS","CAR_MARK","VEHICLE_TYPE","REPORT_NO","CLAIM_CODE","MAIN_THIRD","STATUS","CONFIRM_SEQUENCE_NO","VEHICLE_CODE","USE_TYPE","BASED_PREMIUM","STANDARD_PREMIUM","R_VEHICLE_BRAND","R_VEHICLE_FAMILY","R_VEHICLE_NAME","VEHICLE_DESCRIPTION","CAR_MARK1","STD_PART_NAME","CHANGE_PART_FEE","PRICE_TYPE","OEM_PART_CODE","CHANGE_PART_NUM","REPAIR_PART_NAME","REPAIR_PART_NUM","REPAIR_PART_FEE","REPAIR_PART_MANPOWER_FEE","REPAIR_ORG"
"122796547","56176536","6000","3","13900.00","10100.00","9136.63","2016/5/5 9:22:43","5","赣E2N798","02","07601508012016026773","80TPIC01160000000000894459327I","1","0","02TPIC01150000000000800833637E","RWAAAD0019","210","2773.54","3643.18","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","赣E2N798","前大灯（左）","685.90","02","10002505","1","","0","0.00","0.00","JY00000018"
"123871266","59241811","6000","9","1800.00","1800.00","3266.00","2016/6/21 11:40:25","5","沪J11102","02","07600108022016030944","80TPIC01160000000000902212480F","1","0","02TPIC01150000000000754593249E","RWAAAD0019","210","3261.30","3897.80","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","沪J11102","前大灯（左）","877.51","01","10002505","1","","0","0.00","0.00","JY00007271"
"118299040","50582355","6000","3","21200.00","16000.00","9136.63","2016/3/2 15:24:30","5","沪JA8021","02","07600108022016010868","80TPIC01160000000000858910507A","1","0","02TPIC01150000000000820903634B","RWAAAD0019","210","3261.30","3897.80","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","沪JA8021","前大灯（左）","975.01","01","10002505","1","","0","0.00","0.00","JY99999999"
"118299040","50582355","6000","3","21200.00","16000.00","9136.63","2016/3/2 15:24:30","5","沪JA8021","02","07600108022016010868","80TPIC01160000000000858910507A","1","0","02TPIC01150000000000820903634B","RWAAAD0019","210","3261.30","3897.80","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","沪JA8021","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY99999999"
"113322073","45257806","6000","2","10400.00","5000.00","8422.00","2016/1/13 14:08:38","5","皖KTB376","02","07600108082015087708","80TPIC01150000000000828983985G","1","0","02TPIC01140000000000682156621C","RWAAAD0019","210","2773.54","4047.98","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","皖KTB376","前大灯（左）","722.00","02","10002505","1","","0","0.00","0.00","JY00000018"
"117800995","48381413","6000","3","3250.00","3250.00","9136.63","2016/1/28 11:16:35","5","苏KGM323","02","07600108022016007862","80TPIC01160000000000855334027E","1","0","02TPIC01150000000000814308352A","RWAAAD0019","210","2442.50","3654.74","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","苏KGM323","前大灯（左）","722.00","02","10002505","1","","0","0.00","0.00","JY00000216"
"117800995","48381413","6000","3","3250.00","3250.00","9136.63","2016/1/28 11:16:35","5","苏KGM323","02","07600108022016007862","80TPIC01160000000000855334027E","1","0","02TPIC01150000000000814308352A","RWAAAD0019","210","2442.50","3654.74","荣威","荣威750","荣威CSA7180AC-DL轿车","轿车,自动档 迅雅版 涡轮增压 国Ⅳ","苏KGM323","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY00000216"
"116646807","46142007","6000","2","3189.00","2189.00","9136.63","2016/1/5 17:44:28","5","沪AXP100","02","07600108022016001260","80TPIC01160000000000844647156C","1","0","02TPIC01150000000000837425860J","MZAALD0047","210","3311.33","4255.55","一汽马自达","Mazda6","马自达CA7202AT3轿车","轿车,手自一体 运动型 5门掀背 国Ⅲ","沪AXP100","前大灯（左）","952.00","02","GRYR510L0B","1","","0","0.00","0.00","JY00005198"
"119778885","50850575","6000","9","3000.00","3000.00","3266.00","2016/3/7 15:28:25","5","沪C252Y8","02","07601208012016015077","80TPIC01160000000000866142913H","1","0","02TPIC01150000000000731162643J","MZAALD0010","210","3429.56","5752.38","一汽马自达","Mazda6","马自达CA7232AT轿车","轿车,手自一体 5门掀背","沪C252Y8","前大灯（左）","1520.00","02","GRYT51041A","1","","0","0.00","0.00","JY00000045"
"126534575","60985887","6000","2","6270.00","5820.00","9136.63","2016/7/11 8:38:32","5","沪FQ8723","02","07600108012016046780","80TPIC01160000000000939012958D","1","0","02TPIC01150000000000789115045G","LKAACI0007","220","4597.15","8780.99","雷克萨斯","雷克萨斯ES系","雷克萨斯LEXUS ES350轿车","轿车,手自一体 豪华型","沪FQ8723","前大灯（左）","4408.00","02","8118533691","1","","0","0.00","0.00","JY00000561"
"126534575","60985887","6000","2","6270.00","5820.00","9136.63","2016/7/11 8:38:32","5","沪FQ8723","02","07600108012016046780","80TPIC01160000000000939012958D","1","0","02TPIC01150000000000789115045G","LKAACI0007","220","4597.15","8780.99","雷克萨斯","雷克萨斯ES系","雷克萨斯LEXUS ES350轿车","轿车,手自一体 豪华型","沪FQ8723","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","20.00","JY00000561"
"126938717","68841690","6000","3","8580.00","222.00","9091.14","2016/9/14 10:05:03","5","沪ADE035","02","07601508012016059360","80TPIC01160000000000968845553A","1","0","02TPIC01160000000000919711019F","LKAACI0006","210","8876.95","6213.86","雷克萨斯","雷克萨斯ES系","雷克萨斯LEXUS ES350轿车","轿车,手自一体 舒适型","沪ADE035","前大灯（左）","6000.00","02","8118533690","1","前大灯（左）","1","6000.00","0.00","JY00008492"
"126938717","68841690","6000","3","8580.00","222.00","9091.14","2016/9/14 10:05:03","5","沪ADE035","02","07601508012016059360","80TPIC01160000000000968845553A","1","0","02TPIC01160000000000919711019F","LKAACI0006","210","8876.95","6213.86","雷克萨斯","雷克萨斯ES系","雷克萨斯LEXUS ES350轿车","轿车,手自一体 舒适型","沪ADE035","前大灯（左）","0.00","02","000000","0","前大灯（左）","1","0.00","40.00","JY00008492"
"121016874","56503637","6000","3","6900.00","7000.00","9136.63","2016/5/6 14:45:43","5","沪A6D777","02","07601208012016021592","80TPIC01160000000000882527341H","1","0","02TPIC01150000000000808038104I","LKAACI0006","220","3509.14","6392.47","雷克萨斯","雷克萨斯ES系","雷克萨斯LEXUS ES350轿车","轿车,手自一体 舒适型","沪A6D777","前大灯（左）","4640.00","02","8118533691","1","","0","0.00","0.00","JY00000057"
"123888661","56503489","6000","3","1870.00","1970.00","9136.63","2016/5/6 14:29:02","5","沪CD3005","02","07601508022016031554","80TPIC01160000000000903970575C","1","0","02TPIC01160000000000877173371B","DZAAKD0042","210","3137.08","3139.95","上汽大众","波罗","波罗SVW7144SRI轿车","轿车,三厢 手自一体 雅致版","沪CD3005","前大灯（左）","221.35","02","6QD941007","1","","0","0.00","0.00","JY00000085"
"112163055","48350534","6000","3","1950.00","1950.00","60622.27","2016/1/26 17:29:49","5","沪FL3677","02","07601508022015086465","80TPIC01150000000000826339524I","1","0","02TPIC01150000000000744738049C","DZAAKD0042","210","2983.56","3376.07","上汽大众","波罗","波罗SVW7144SRI轿车","轿车,三厢 手自一体 雅致版","沪FL3677","前大灯（左）","263.00","02","6QD941007A","1","","0","0.00","0.00","JY00000037"
"126564973","61034280","6000","2","5475.00","4590.00","9136.63","2016/7/18 14:42:46","5","浙D83967","02","07600108012016047906","80TPIC01160000000000941238125C","1","0","02TPIC01160000000000885798894D","DZAAKD0043","210","1924.75","2449.96","上汽大众","波罗","波罗SVW7144PRI轿车","轿车,两厢 手动档 时尚版","浙D83967","前大灯（左）","221.35","02","6QD941007","1","","0","0.00","0.00","JY00000045"
"122912005","56699617","6000","3","5600.00","5200.00","9136.63","2016/5/10 14:43:57","5","苏EJH671","02","07600108012016029096","80TPIC01160000000000899222856I","1","0","02TPIC01150000000000813232089C","DZAAKD0052","210","2771.80","2843.25","上汽大众","波罗","波罗SVW7164VSI轿车","轿车,三厢 手动档 雅致版","苏EJH671","前大灯（左）","249.85","02","6QD941007A","1","","0","0.00","0.00","JY00002890"
"119807082","51374775","6000","3","7550.00","5600.00","9136.63","2016/3/15 9:56:15","5","沪C4GH48","02","07601408012016015787","80TPIC01160000000000868044325H","1","0","02TPIC01160000000000858716407D","DZAAKD0044","210","2628.22","3514.95","上汽大众","波罗","波罗SVW7164USI轿车","轿车,两厢 手自一体 风尚版","沪C4GH48","前大灯（左）","348.82","01","6QD941007","1","","0","0.00","0.00","JY00010975"
"119807082","51374775","6000","3","7550.00","5600.00","9136.63","2016/3/15 9:56:15","5","沪C4GH48","02","07601408012016015787","80TPIC01160000000000868044325H","1","0","02TPIC01160000000000858716407D","DZAAKD0044","210","2628.22","3514.95","上汽大众","波罗","波罗SVW7164USI轿车","轿车,两厢 手自一体 风尚版","沪C4GH48","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY00010975"
"120196797","53628879","6000","2","14900.00","15000.00","9136.63","2016/4/7 16:49:45","5","苏FU7582","02","07600108012016016896","80TPIC01160000000000870643563J","1","0","02TPIC01150000000000724710875H","BMAAEI0035","220","4202.73","11118.94","宝马","宝马7系","宝马BMW 730LI轿车","轿车,手自一体 典雅型","苏FU7582","前大灯（左）","6460.00","02","63127165451","1","","0","0.00","0.00","JY00000018"
"120196797","53628879","6000","2","14900.00","15000.00","9136.63","2016/4/7 16:49:45","5","苏FU7582","02","07600108012016016896","80TPIC01160000000000870643563J","1","0","02TPIC01150000000000724710875H","BMAAEI0035","220","4202.73","11118.94","宝马","宝马7系","宝马BMW 730LI轿车","轿车,手自一体 典雅型","苏FU7582","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY00000018"
"117746232","51088181","6000","9","133770.00","129000.00","3266.00","2016/3/10 17:17:29","5","苏FE302Y","02","07600108022016006620","80TPIC01160000000000853760355J","1","0","02TPIC01160000000000846711554I","BMAAEI0035","210","4820.16","13995.97","宝马","宝马7系","宝马BMW 730LI轿车","轿车,手自一体 典雅型","苏FW927Y","前大灯（左）","15864.99","01","63127162111","1","","0","0.00","0.00","JY00000010"
"120659653","54995293","6000","3","31000.00","22800.00","9136.63","2016/4/19 10:31:14","5","沪H88278","02","07600108012016019238","80TPIC01160000000000876103089J","1","0","02TPIC01150000000000773634599J","BMAAEI0035","210","4719.31","11631.25","宝马","宝马7系","宝马BMW 730LI轿车","轿车,手自一体 典雅型","沪H88278","前大灯（左）","6460.00","02","63127162111","1","","0","0.00","0.00","JY00001006"
"120659653","54995293","6000","3","31000.00","22800.00","9136.63","2016/4/19 10:31:14","5","沪H88278","02","07600108012016019238","80TPIC01160000000000876103089J","1","0","02TPIC01150000000000773634599J","BMAAEI0035","210","4719.31","11631.25","宝马","宝马7系","宝马BMW 730LI轿车","轿车,手自一体 典雅型","沪H88278","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY00001006"
"126485029","60267959","6000","3","3284.00","2430.00","9136.63","2016/7/2 12:05:27","5","沪C98320","02","07600108012016045281","80TPIC01160000000000935494549J","1","0","02TPIC01160000000000887544289C","DZAAKD0028","210","2610.22","2781.13","上汽大众","波罗","波罗SVW7164EMI轿车","轿车,两厢 手动档 舒适型","沪C98320","前大灯（左）","326.80","02","6Q1941007R","1","","0","0.00","0.00","JY00008558"
"126485029","60267959","6000","3","3284.00","2430.00","9136.63","2016/7/2 12:05:27","5","沪C98320","02","07600108012016045281","80TPIC01160000000000935494549J","1","0","02TPIC01160000000000887544289C","DZAAKD0028","210","2610.22","2781.13","上汽大众","波罗","波罗SVW7164EMI轿车","轿车,两厢 手动档 舒适型","沪C98320","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","10.00","JY00008558"
"126670358","65593129","6000","3","5740.00","10000.00","6050.28","2016/8/30 8:31:57","5","沪C1JE73","02","07601108022016052091","80TPIC01160000000000950644881C","1","0","02TPIC01150000000000794031922D","DZAAKD0078","210","3141.36","3863.25","上汽大众","波罗","波罗SVW7144DRI轿车","轿车,三厢 手自一体 雅致版 国Ⅲ不带OBD","沪C1JE73","前大灯（左）","249.85","02","6QD941007A","1","前大灯（左）","1","249.85","0.00","JY00000085"
"126670358","65593129","6000","3","5740.00","10000.00","6050.28","2016/8/30 8:31:57","5","沪C1JE73","02","07601108022016052091","80TPIC01160000000000950644881C","1","0","02TPIC01150000000000794031922D","DZAAKD0078","210","3141.36","3863.25","上汽大众","波罗","波罗SVW7144DRI轿车","轿车,三厢 手自一体 雅致版 国Ⅲ不带OBD","沪C1JE73","前大灯（左）","0.00","02","000000","0","前大灯（左）","1","0.00","50.00","JY00000085"
"126534456","60981120","6000","9","2000.00","2000.00","1365.19","2016/7/9 13:05:04","5","沪C692W2","02","07601508022016046774","80TPIC01160000000000938971172E","1","0","02TPIC01160000000000936796073H","DZAAKD0076","210","4505.21","2904.96","上汽大众","波罗","波罗SVW7144BRI轿车","轿车,两厢 手自一体 时尚版 国Ⅲ 不带OBD","沪C692W2","前大灯（左）","221.35","02","6QD941007","1","","0","0.00","0.00","JY00006394"
"116636848","46362518","6000","3","2900.00","2900.00","3266.00","2016/1/7 16:07:44","5","桂KBE865","02","07600108022016000708","80TPIC01160000000000843614641E","1","0","02TPIC01150000000000763619330E","DZAAKD0015","210","3125.52","3077.89","上汽大众","波罗","波罗SVW7144GLI轿车","轿车,三厢 手动档 基本型","桂KBE865","前大灯（左）","220.00","02","6Q1941007Q","1","","0","0.00","0.00","JY00000045"
"116636848","46362518","6000","3","2900.00","2900.00","3266.00","2016/1/7 16:07:44","5","桂KBE865","02","07600108022016000708","80TPIC01160000000000843614641E","1","0","02TPIC01150000000000763619330E","DZAAKD0015","210","3125.52","3077.89","上汽大众","波罗","波罗SVW7144GLI轿车","轿车,三厢 手动档 基本型","桂KBE865","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY00000045"
"119803102","53116829","6000","3","12150.00","3100.00","9136.63","2016/3/31 17:35:53","5","沪C1M499","02","07601108022016015444","80TPIC01160000000000867175200D","1","0","02TPIC01150000000000724120227D","DZAAKD0088","210","3139.57","3182.14","上汽大众","波罗","波罗SVW7164ASI轿车","轿车,两厢 手动档 风尚版 国Ⅲ 不带OBD","沪C1M499","前大灯（左）","263.00","02","6QD941007A","1","","0","0.00","0.00","JY00004649"
"127419199","74285086","6000","3","3500.00","5000.00","1619.94","2016/11/28 15:30:24","5","苏EXS135","02","07600108022016076266","80TPIC01160000000001014868021I","1","0","02TPIC01160000000001010913092D","BYAABD0057","210","3535.11","2170.92","比亚迪","比亚迪F3","比亚迪QCJ7150A6轿车","轿车,手动档 智能白金版 标准型GL-i 国Ⅳ","苏EXS135","前大灯（左）","203.32","02","17.04.1400F3001","1","前大灯（左）","1","203.32","0.00","JY00000045"
"125462312","58991470","6000","3","2150.00","2000.00","9136.63","2016/6/17 18:17:52","5","皖H2B270","02","07600108082016041752","80TPIC01160000000000926077970E","1","0","02TPIC01160000000000845490072G","BYAABD0057","210","2113.74","1871.58","比亚迪","比亚迪F3","比亚迪QCJ7150A6轿车","轿车,手动档 智能白金版 标准型GL-i 国Ⅳ","皖H2B270","前大灯（左）","266.00","02","17.04.1400F3001","1","","0","0.00","0.00","JY00008558"
"125462312","58991470","6000","3","2150.00","2000.00","9136.63","2016/6/17 18:17:52","5","皖H2B270","02","07600108082016041752","80TPIC01160000000000926077970E","1","0","02TPIC01160000000000845490072G","BYAABD0057","210","2113.74","1871.58","比亚迪","比亚迪F3","比亚迪QCJ7150A6轿车","轿车,手动档 智能白金版 标准型GL-i 国Ⅳ","皖H2B270","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","10.00","JY00008558"
"117782989","51767667","6000","9","41540.00","31878.56","9136.63","2016/3/21 17:26:42","5","浙JYF319","02","07600108012016006932","80TPIC01160000000000853950898C","1","0","02TPIC01150000000000759432585E","DZAAKD0089","210","2642.25","2953.00","上汽大众","波罗","波罗SVW7164FSI轿车","轿车,手自一体 国Ⅲ Cross Polo","浙JYF319","前大灯（左）","233.00","02","6QD941007","1","","0","0.00","0.00","JY99999999"
"123905926","59245388","6000","3","7065.00","3365.00","9136.63","2016/6/27 14:36:30","5","沪FQ5532","02","07601008012016032196","80TPIC01160000000000905332203E","1","0","02TPIC01160000000000852345920F","DZAAKD0089","210","2238.92","2468.23","上汽大众","波罗","波罗SVW7164FSI轿车","轿车,手自一体 国Ⅲ Cross Polo","沪FQ5532","前大灯（左）","221.35","02","6QD941007","1","","0","0.00","0.00","JY00009625"
"118272665","51059791","6000","9","23150.00","2450.00","9136.63","2016/3/9 17:06:48","5","沪FC2436","02","07600108012016009855","80TPIC01160000000000858215889B","1","0","02TPIC01150000000000827488504C","DZAAKD0046","210","2182.68","2611.86","上汽大众","波罗","波罗SVW7164WSI轿车","轿车,三厢 手自一体 雅尊版","沪FC2436","前大灯（左）","263.00","02","6QD941007A","1","","0","0.00","0.00","JY00000018"
"117782989","51767667","6000","9","41540.00","31878.56","9136.63","2016/3/21 17:26:42","5","浙JYF319","02","07600108012016006932","80TPIC01160000000000853950898C","1","0","02TPIC01150000000000759432585E","DZAAKD0089","210","2642.25","2953.00","上汽大众","波罗","波罗SVW7164FSI轿车","轿车,手自一体 国Ⅲ Cross Polo","浙JYF319","前大灯（左）","0.00","","000","0","前大灯（左）","1","0.00","0.00","JY99999999"
"116306370","47039698","6000","3","19650.00","19650.00","3044.00","2016/1/12 14:06:13","5","沪HA3308","02","07601208022015094166","80TPIC01150000000000840236097F","1","0","02TPIC01150000000000735243753F","BMAAEI0027","220","5662.90","23082.38","宝马","宝马7系","宝马BMW 760LI轿车","轿车,手自一体","沪HA3308","前大灯（左）","15864.99","01","63127164717","1","","0","0.00","0.00","JY00010599"
"118383910","49505993","6000","9","1800.00","1800.00","3266.00","2016/2/16 14:31:59","5","苏JXG796","02","07600108022016011958","80TPIC01160000000000860111729C","1","0","02TPIC01150000000000842576695I","BYAABD0001","210","2551.08","2979.36","比亚迪","比亚迪F3","比亚迪QCJ7160A轿车","轿车,手动档 经济型 G-i","苏JXG796","前大灯（左）","310.00","02","17.04.1400F3001","1","","0","0.00","0.00","JY00000332"
